"treatment","day","datej","FA","FD","UA","UD"
4,43,98,3,2,0,0
1,43,98,4,0,0,0
5,43,98,0,0,1,0
0,43,98,4,0,0,0
3,43,98,1,1,1,0
2,43,98,1,0,0,0
4,43,98,1,4,0,1
0,44,100,2,0,3,0
3,44,100,0,0,1,4
0,44,100,0,0,0,1
5,44,100,0,0,1,0
4,44,100,0,0,1,0
1,44,100,0,5,0,6
2,44,100,3,1,0,0
2,44,100,1,0,1,0
5,44,100,5,1,0,0
1,44,100,0,1,0,0
4,44,100,0,5,0,1
3,44,100,0,2,0,0
2,44,100,0,1,0,2
3,44,100,0,3,1,1
5,44,100,2,0,1,1
1,44,100,1,0,0,2
0,44,100,1,0,0,0
4,44,100,9,4,0,0
1,44,100,1,1,0,0
5,44,100,1,0,0,0
0,44,100,2,0,2,0
3,44,100,2,1,0,0
2,44,100,6,3,1,2
4,44,100,4,7,1,0
0,45,102,12,0,0,0
3,45,102,0,0,0,1
0,45,102,0,8,0,0
5,45,102,0,1,0,0
4,45,102,1,19,1,1
1,45,102,0,3,0,2
2,45,102,0,8,0,11
2,45,102,0,3,0,1
5,45,102,0,23,1,0
1,45,102,0,1,0,0
4,45,102,0,1,0,0
3,45,102,0,9,0,1
2,45,102,1,4,0,0
3,45,102,0,1,0,0
5,45,102,6,0,4,1
1,45,102,1,9,1,3
0,45,102,6,1,2,1
4,45,102,0,16,1,0
1,45,102,6,23,0,0
5,45,102,7,3,0,0
0,45,102,6,0,0,0
3,45,102,2,0,1,0
2,45,102,5,19,1,1
4,45,102,0,20,1,1
0,46,105,0,0,3,0
0,46,105,1,1,1,0
5,46,105,1,10,1,2
4,46,105,0,1,0,0
1,46,105,0,1,0,0
2,46,105,0,1,0,0
2,46,105,0,1,0,0
5,46,105,0,6,0,3
1,46,105,0,2,0,0
4,46,105,0,0,1,0
3,46,105,2,2,0,0
2,46,105,1,2,0,0
3,46,105,11,17,0,1
5,46,105,4,3,0,0
1,46,105,0,4,0,0
0,46,105,2,6,1,1
4,46,105,0,21,0,0
1,46,105,3,2,0,1
5,46,105,3,24,2,1
0,46,105,10,4,0,0
3,46,105,2,9,0,0
2,46,105,0,4,0,0
4,46,105,6,16,0,0
0,47,107,25,1,5,1
3,47,107,0,1,0,0
0,47,107,1,2,0,1
5,47,107,0,0,0,3
4,47,107,0,12,0,5
1,47,107,0,5,0,1
2,47,107,0,6,0,0
2,47,107,0,3,0,0
5,47,107,2,3,0,1
1,47,107,1,2,0,0
4,47,107,0,4,0,1
3,47,107,0,12,1,0
2,47,107,7,15,0,0
3,47,107,8,5,1,2
5,47,107,35,3,2,2
1,47,107,1,11,1,1
0,47,107,7,6,0,0
4,47,107,3,15,3,11
1,47,107,9,3,3,2
5,47,107,5,4,5,9
0,47,107,35,11,0,0
3,47,107,1,16,0,0
2,47,107,2,28,1,7
4,47,107,4,2,0,0
0,48,109,1,1,0,1
3,48,109,0,0,1,0
0,48,109,5,1,1,1
5,48,109,1,1,0,0
4,48,109,0,4,0,1
1,48,109,0,0,10,0
2,48,109,0,2,0,1
5,48,109,4,2,0,0
1,48,109,0,0,0,1
4,48,109,0,2,0,0
3,48,109,1,1,0,7
2,48,109,0,1,1,1
3,48,109,9,23,1,1
5,48,109,5,0,1,1
1,48,109,2,0,1,0
0,48,109,2,2,4,6
4,48,109,4,9,2,2
1,48,109,9,5,0,0
5,48,109,7,1,6,1
0,48,109,13,0,2,0
3,48,109,5,1,1,1
2,48,109,8,4,0,1
4,48,109,3,0,0,0
0,49,112,6,1,1,1
3,49,112,0,1,0,0
0,49,112,9,4,0,0
5,49,112,0,0,6,2
4,49,112,0,2,0,0
1,49,112,0,1,1,0
2,49,112,0,0,3,0
5,49,112,0,8,0,0
4,49,112,0,1,0,0
3,49,112,3,2,1,1
2,49,112,2,4,1,3
3,49,112,0,0,6,0
5,49,112,6,0,1,1
1,49,112,2,1,0,0
0,49,112,4,0,0,0
4,49,112,0,3,0,0
1,49,112,1,9,1,1
5,49,112,4,4,15,5
0,49,112,2,6,1,0
3,49,112,2,1,1,1
2,49,112,32,22,6,6
4,49,112,1,5,0,0
0,50,114,15,2,1,2
3,50,114,0,1,0,1
0,50,114,16,1,1,1
5,50,114,22,5,6,4
4,50,114,3,9,1,1
1,50,114,0,3,0,0
2,50,114,0,2,0,0
2,50,114,1,0,7,0
1,50,114,0,2,0,2
4,50,114,0,1,0,4
3,50,114,1,1,0,0
2,50,114,1,1,0,0
3,50,114,11,31,4,4
5,50,114,1,0,4,1
1,50,114,3,2,1,0
0,50,114,7,0,4,0
4,50,114,10,4,0,0
1,50,114,1,5,1,1
5,50,114,4,4,19,23
0,50,114,15,0,15,0
3,50,114,5,3,1,0
2,50,114,10,1,2,2
4,50,114,33,1,4,1
0,51,116,1,5,1,3
3,51,116,0,1,0,1
0,51,116,17,1,4,0
5,51,116,15,4,10,4
4,51,116,11,43,4,4
1,51,116,3,6,1,1
2,51,116,0,4,0,0
2,51,116,0,1,0,2
5,51,116,1,0,3,4
4,51,116,0,5,0,3
3,51,116,0,0,0,1
2,51,116,21,6,2,1
3,51,116,6,26,5,4
5,51,116,6,0,3,0
1,51,116,1,0,0,0
0,51,116,17,2,5,2
4,51,116,5,8,5,6
1,51,116,22,11,1,1
5,51,116,7,8,11,20
0,51,116,16,3,23,2
3,51,116,5,4,14,4
2,51,116,10,13,9,26
4,51,116,0,13,0,0
0,52,119,2,1,3,1
3,52,119,0,4,0,3
0,52,119,10,0,9,0
5,52,119,2,12,1,7
4,52,119,0,0,0,1
1,52,119,2,1,0,0
2,52,119,0,2,0,1
5,52,119,0,0,4,0
1,52,119,0,0,6,1
3,52,119,1,1,0,0
2,52,119,1,0,3,0
3,52,119,20,12,2,1
5,52,119,2,2,2,3
1,52,119,1,0,4,0
0,52,119,3,0,4,0
4,52,119,2,2,0,0
1,52,119,3,0,0,0
5,52,119,12,1,3,2
0,52,119,1,0,2,0
3,52,119,0,2,1,0
2,52,119,26,10,6,6
4,52,119,8,2,2,3
0,53,121,13,0,0,0
3,53,121,0,3,0,0
0,53,121,18,0,7,0
5,53,121,12,8,1,1
4,53,121,11,25,2,2
1,53,121,1,5,1,1
2,53,121,5,3,0,0
2,53,121,2,0,0,0
5,53,121,1,2,1,1
1,53,121,0,0,1,0
4,53,121,1,0,0,3
3,53,121,0,1,0,1
2,53,121,1,1,3,2
3,53,121,1,0,7,0
5,53,121,94,17,6,6
1,53,121,9,1,0,0
0,53,121,3,0,8,0
4,53,121,0,4,0,0
1,53,121,7,3,0,0
5,53,121,7,2,22,3
0,53,121,18,0,1,0
3,53,121,3,4,6,10
2,53,121,19,20,30,22
4,53,121,2,44,3,2
0,54,123,2,0,0,0
3,54,123,3,0,1,0
0,54,123,8,0,2,0
5,54,123,21,0,1,0
4,54,123,18,0,2,0
1,54,123,7,0,1,0
2,54,123,15,0,0,0
2,54,123,5,0,0,0
5,54,123,4,0,2,0
1,54,123,1,0,0,0
4,54,123,1,0,0,0
3,54,123,5,0,5,0
2,54,123,8,0,2,0
3,54,123,18,0,9,0
5,54,123,6,0,4,0
1,54,123,1,0,0,0
0,54,123,11,0,1,0
4,54,123,16,0,0,0
1,54,123,0,0,3,0
5,54,123,19,0,9,0
0,54,123,23,0,10,0
3,54,123,15,0,1,0
2,54,123,25,0,6,0
4,54,123,23,0,3,0
4,55,126,2,4,0,0
1,55,126,2,2,0,0
2,55,126,2,3,0,0
2,55,126,0,1,0,0
5,55,126,6,2,15,2
1,55,126,0,1,0,1
3,55,126,0,0,0,1
2,55,126,1,3,0,0
3,55,126,0,6,0,1
5,55,126,0,0,10,2
0,55,126,5,0,0,0
4,55,126,1,2,1,1
1,55,126,2,1,2,0
5,55,126,1,1,1,2
0,55,126,3,0,3,0
3,55,126,0,1,6,1
2,55,126,8,5,0,0
4,55,126,5,0,0,1
0,56,128,1,2,6,4
3,56,128,0,0,2,0
0,56,128,2,0,0,0
5,56,128,3,4,1,1
4,56,128,2,6,1,2
1,56,128,2,1,1,1
2,56,128,0,3,1,0
2,56,128,0,10,0,0
5,56,128,4,1,4,0
1,56,128,6,1,1,0
4,56,128,0,2,0,3
3,56,128,0,1,0,2
2,56,128,1,1,5,1
3,56,128,5,1,2,2
5,56,128,1,0,1,2
1,56,128,2,1,4,0
0,56,128,1,0,2,0
4,56,128,7,23,1,2
1,56,128,5,7,0,1
5,56,128,18,5,1,1
0,56,128,5,0,0,1
3,56,128,1,3,0,0
2,56,128,8,5,6,5
4,56,128,5,23,2,2
0,57,130,5,11,2,3
3,57,130,0,0,0,1
0,57,130,14,5,1,2
4,57,130,2,39,3,3
1,57,130,0,5,0,3
2,57,130,3,10,2,7
2,57,130,2,18,1,1
5,57,130,0,4,0,3
1,57,130,1,3,0,0
4,57,130,1,5,0,0
3,57,130,0,0,0,1
2,57,130,9,8,1,1
3,57,130,8,13,7,8
5,57,130,0,0,2,0
1,57,130,1,2,1,5
0,57,130,21,7,6,7
4,57,130,4,15,0,0
1,57,130,27,10,1,2
5,57,130,5,11,4,4
0,57,130,19,2,9,3
3,57,130,0,0,2,1
2,57,130,21,1,2,1
4,57,130,2,33,2,2
0,58,133,1,2,0,0
0,58,133,1,0,0,1
4,58,133,2,4,0,0
1,58,133,6,0,1,0
2,58,133,0,5,0,1
2,58,133,1,3,1,1
5,58,133,2,1,1,0
1,58,133,0,2,0,0
4,58,133,2,0,0,0
3,58,133,4,9,1,0
2,58,133,9,1,1,0
3,58,133,3,0,0,0
5,58,133,0,0,1,0
1,58,133,0,0,3,0
0,58,133,5,3,0,0
4,58,133,4,2,1,0
1,58,133,1,0,0,0
5,58,133,28,0,3,0
0,58,133,10,0,3,0
3,58,133,4,0,0,0
2,58,133,1,1,5,0
4,58,133,5,2,1,1
0,59,135,7,0,1,0
3,59,135,0,0,0,5
0,59,135,7,1,0,0
5,59,135,0,0,0,1
4,59,135,3,1,0,0
1,59,135,1,1,0,0
2,59,135,3,2,1,0
2,59,135,0,1,0,0
5,59,135,1,0,0,0
1,59,135,0,0,2,0
4,59,135,0,1,0,0
3,59,135,1,2,0,0
2,59,135,4,0,0,0
3,59,135,2,3,1,1
5,59,135,4,0,0,0
1,59,135,1,0,12,0
0,59,135,0,0,5,0
4,59,135,3,4,2,9
1,59,135,8,1,2,0
5,59,135,5,0,0,0
0,59,135,35,1,1,0
3,59,135,1,2,0,0
2,59,135,2,2,8,2
4,59,135,0,0,1,0
0,60,137,2,1,0,0
3,60,137,1,2,1,0
0,60,137,15,4,1,1
5,60,137,0,2,0,0
4,60,137,0,1,0,1
1,60,137,0,2,0,0
2,60,137,1,0,7,0
1,60,137,1,0,1,0
4,60,137,0,1,0,3
3,60,137,0,1,0,5
2,60,137,0,0,1,0
3,60,137,1,6,0,0
5,60,137,2,1,0,0
0,60,137,1,1,13,1
4,60,137,7,2,9,1
1,60,137,1,1,2,1
5,60,137,2,1,1,0
0,60,137,10,0,0,1
3,60,137,4,0,1,1
2,60,137,9,0,3,1
4,60,137,8,5,1,1
0,61,140,0,1,0,0
3,61,140,1,2,0,2
0,61,140,49,1,7,1
5,61,140,6,2,1,1
4,61,140,11,30,1,2
1,61,140,0,0,1,1
2,61,140,0,9,1,0
2,61,140,2,1,2,1
5,61,140,3,1,1,1
1,61,140,0,0,1,0
4,61,140,2,4,1,3
3,61,140,1,9,0,3
2,61,140,1,0,0,0
3,61,140,0,0,0,1
5,61,140,10,2,1,1
1,61,140,4,0,0,0
0,61,140,7,0,2,0
4,61,140,4,1,0,1
1,61,140,4,0,13,1
5,61,140,7,3,13,3
0,61,140,11,2,19,1
3,61,140,3,1,2,0
2,61,140,20,0,9,0
4,61,140,0,0,20,0
0,62,142,3,0,0,0
3,62,142,2,1,0,1
0,62,142,3,1,0,0
5,62,142,3,1,4,1
4,62,142,2,5,2,1
1,62,142,4,1,0,0
2,62,142,0,0,0,1
2,62,142,1,0,0,0
5,62,142,2,1,0,0
1,62,142,3,0,0,0
3,62,142,4,0,3,1
2,62,142,2,2,0,0
3,62,142,4,3,4,3
5,62,142,0,0,0,3
1,62,142,6,3,0,0
0,62,142,4,0,0,0
4,62,142,5,7,0,0
1,62,142,1,1,17,8
5,62,142,0,0,9,0
0,62,142,4,1,4,1
3,62,142,0,0,1,1
2,62,142,2,0,3,0
4,62,142,20,9,1,1
0,63,144,18,1,5,1
3,63,144,4,2,1,2
0,63,144,5,0,4,0
5,63,144,2,7,0,0
4,63,144,30,6,0,1
1,63,144,8,3,5,3
2,63,144,1,1,0,2
2,63,144,0,1,0,0
5,63,144,0,1,4,1
1,63,144,3,5,3,3
4,63,144,0,2,1,5
3,63,144,2,1,1,4
2,63,144,2,1,6,0
3,63,144,11,2,1,2
5,63,144,3,0,0,0
1,63,144,1,0,1,0
0,63,144,10,0,1,0
4,63,144,2,2,11,5
1,63,144,3,1,5,0
5,63,144,0,0,5,1
0,63,144,6,0,12,0
3,63,144,0,0,0,2
2,63,144,4,0,6,0
4,63,144,0,0,1,0
0,64,147,1,0,0,0
3,64,147,2,1,0,0
0,64,147,2,0,1,0
5,64,147,0,0,1,10
4,64,147,6,2,2,1
1,64,147,9,1,0,0
2,64,147,1,0,0,1
2,64,147,0,1,0,0
1,64,147,2,1,0,0
3,64,147,0,0,1,0
2,64,147,1,0,0,0
3,64,147,4,1,0,0
5,64,147,0,0,1,0
1,64,147,0,0,1,0
0,64,147,0,0,3,0
4,64,147,11,1,0,0
1,64,147,4,0,0,0
5,64,147,8,1,1,1
0,64,147,4,1,0,1
3,64,147,0,0,2,0
2,64,147,3,0,0,0
4,64,147,0,0,3,0
0,65,149,2,0,0,0
3,65,149,2,5,1,2
0,65,149,5,0,1,0
5,65,149,2,8,1,0
4,65,149,1,1,6,1
1,65,149,2,7,2,1
2,65,149,8,18,1,2
2,65,149,0,0,0,3
5,65,149,0,1,0,0
1,65,149,0,0,0,2
4,65,149,0,2,1,3
3,65,149,2,6,0,0
2,65,149,2,3,5,5
5,65,149,5,0,3,1
1,65,149,3,1,2,1
0,65,149,6,0,11,0
4,65,149,0,4,0,2
1,65,149,2,0,0,0
5,65,149,3,4,4,3
0,65,149,28,9,0,0
3,65,149,2,4,2,7
2,65,149,12,2,0,0
4,65,149,5,2,0,1
0,66,151,3,1,0,0
3,66,151,2,11,0,0
0,66,151,0,2,0,0
5,66,151,2,2,0,1
4,66,151,4,2,0,0
1,66,151,5,2,0,0
2,66,151,5,10,0,0
2,66,151,2,17,1,2
5,66,151,5,1,1,2
1,66,151,1,6,0,1
4,66,151,0,0,0,1
3,66,151,0,4,0,0
2,66,151,3,8,2,3
3,66,151,4,0,2,0
5,66,151,4,1,0,0
1,66,151,9,11,0,1
0,66,151,7,1,0,0
4,66,151,2,5,0,0
1,66,151,0,2,1,1
5,66,151,15,1,4,0
0,66,151,14,4,4,3
3,66,151,1,0,0,1
2,66,151,14,3,3,4
4,66,151,10,4,2,1
0,67,154,9,0,1,1
3,67,154,10,11,0,0
0,67,154,8,6,1,2
5,67,154,1,9,0,7
4,67,154,4,33,2,2
1,67,154,2,12,1,4
2,67,154,3,9,2,1
2,67,154,3,8,2,2
5,67,154,4,2,0,0
1,67,154,2,2,2,1
4,67,154,0,4,0,0
3,67,154,0,1,0,0
2,67,154,1,2,1,1
3,67,154,3,30,2,18
5,67,154,7,1,5,1
1,67,154,13,3,2,2
0,67,154,18,2,2,3
4,67,154,3,21,3,4
1,67,154,2,3,1,1
5,67,154,10,0,1,0
0,67,154,2,0,0,0
3,67,154,2,17,2,4
2,67,154,29,30,0,1
4,67,154,1,11,1,1
0,68,156,8,6,1,1
3,68,156,1,6,0,3
0,68,156,6,34,2,2
5,68,156,14,10,2,1
4,68,156,0,19,1,2
1,68,156,7,7,0,0
2,68,156,0,11,1,1
2,68,156,0,20,0,0
5,68,156,4,56,0,1
1,68,156,0,12,0,10
4,68,156,0,9,0,1
3,68,156,0,5,0,0
2,68,156,1,7,0,10
3,68,156,5,4,4,4
5,68,156,4,0,0,0
1,68,156,8,7,4,5
0,68,156,34,2,5,2
4,68,156,29,39,4,3
1,68,156,0,11,1,1
5,68,156,4,0,0,0
0,68,156,0,27,0,1
3,68,156,0,12,0,2
2,68,156,2,19,1,4
4,68,156,12,6,0,1
0,69,158,1,30,2,7
3,69,158,2,2,1,4
0,69,158,15,14,15,14
5,69,158,15,17,2,2
4,69,158,19,26,0,0
1,69,158,13,7,0,1
2,69,158,1,8,0,0
2,69,158,1,8,1,1
5,69,158,16,2,0,1
1,69,158,1,20,0,0
4,69,158,0,4,0,0
3,69,158,4,7,1,0
2,69,158,13,1,0,0
3,69,158,1,34,1,1
5,69,158,3,23,3,6
1,69,158,6,24,2,2
0,69,158,14,7,1,0
4,69,158,13,35,2,2
1,69,158,17,19,1,2
5,69,158,20,4,18,4
0,69,158,11,12,1,2
3,69,158,1,6,0,0
2,69,158,3,8,2,3
4,69,158,7,5,0,0
0,70,161,5,0,0,1
3,70,161,3,11,0,1
0,70,161,24,5,10,6
5,70,161,8,2,5,1
4,70,161,21,39,2,3
1,70,161,2,16,1,0
2,70,161,4,23,1,1
2,70,161,0,27,1,2
5,70,161,9,12,7,7
1,70,161,42,25,4,3
4,70,161,5,23,0,0
3,70,161,0,10,1,4
2,70,161,6,10,2,2
3,70,161,5,11,0,1
5,70,161,5,0,3,1
1,70,161,4,22,4,5
0,70,161,3,9,3,8
4,70,161,3,10,0,0
1,70,161,15,13,3,3
5,70,161,60,0,19,1
0,70,161,41,11,2,3
3,70,161,4,3,2,2
2,70,161,1,21,0,2
4,70,161,0,9,0,0
0,71,163,29,6,2,2
3,71,163,0,4,1,1
0,71,163,15,5,3,3
5,71,163,8,4,2,1
4,71,163,9,2,3,2
1,71,163,7,10,4,3
2,71,163,4,19,2,1
2,71,163,2,11,1,1
5,71,163,9,5,8,4
1,71,163,18,1,5,2
4,71,163,4,34,2,2
3,71,163,3,25,0,0
2,71,163,2,0,3,1
3,71,163,5,6,0,0
5,71,163,27,3,5,2
1,71,163,9,1,3,1
0,71,163,6,3,10,4
4,71,163,2,16,2,5
1,71,163,10,9,27,12
5,71,163,12,0,11,1
0,71,163,23,6,0,0
3,71,163,11,2,1,1
2,71,163,11,4,2,3
4,71,163,3,2,3,1
0,72,165,18,5,28,5
3,72,165,8,3,18,4
0,72,165,29,2,6,2
5,72,165,16,4,11,3
4,72,165,29,7,2,2
1,72,165,9,1,8,1
2,72,165,15,7,16,6
2,72,165,21,8,8,9
5,72,165,7,1,24,1
1,72,165,36,7,8,6
4,72,165,27,25,14,15
3,72,165,8,5,10,5
2,72,165,2,1,20,1
3,72,165,8,5,10,6
5,72,165,2,0,14,0
1,72,165,7,5,14,5
0,72,165,4,0,21,0
4,72,165,15,6,34,7
1,72,165,26,13,26,14
5,72,165,13,4,67,4
0,72,165,32,1,68,2
3,72,165,34,4,22,3
2,72,165,30,6,70,5
4,72,165,9,1,31,2
0,73,168,17,3,9,3
3,73,168,4,8,4,6
0,73,168,6,1,1,0
5,73,168,1,1,2,2
4,73,168,1,2,0,0
1,73,168,6,0,1,0
2,73,168,4,0,5,0
2,73,168,4,5,4,3
5,73,168,8,0,11,1
1,73,168,1,8,0,0
4,73,168,5,8,2,2
3,73,168,1,7,1,3
2,73,168,3,1,16,1
3,73,168,6,6,2,1
5,73,168,4,2,1,1
1,73,168,12,2,1,1
0,73,168,12,0,5,0
4,73,168,4,7,4,5
1,73,168,15,3,17,2
5,73,168,19,1,8,1
0,73,168,19,1,37,2
3,73,168,14,5,1,2
2,73,168,48,12,5,5
4,73,168,1,1,12,8
0,74,170,17,11,1,2
3,74,170,3,17,3,14
0,74,170,30,6,3,2
5,74,170,18,27,7,8
4,74,170,8,18,1,0
1,74,170,8,24,5,4
2,74,170,10,13,11,13
2,74,170,3,15,3,10
5,74,170,15,7,18,7
1,74,170,13,3,1,1
4,74,170,0,9,0,15
3,74,170,12,15,3,4
2,74,170,15,24,6,7
3,74,170,1,42,1,1
5,74,170,5,4,5,3
1,74,170,1,17,2,1
0,74,170,13,2,9,2
4,74,170,13,46,0,0
1,74,170,5,17,4,5
5,74,170,11,3,72,3
0,74,170,8,8,55,12
3,74,170,7,11,8,35
2,74,170,17,11,3,4
4,74,170,9,24,0,0
0,75,172,23,0,1,0
3,75,172,2,11,0,0
0,75,172,26,4,0,0
5,75,172,17,3,16,3
4,75,172,20,15,2,1
1,75,172,12,4,0,0
2,75,172,13,12,2,2
2,75,172,9,7,2,1
5,75,172,6,1,7,0
1,75,172,7,10,1,0
4,75,172,4,18,0,0
3,75,172,3,3,4,3
2,75,172,10,0,3,0
3,75,172,7,1,0,0
5,75,172,7,1,1,1
1,75,172,7,0,0,0
0,75,172,5,1,1,0
4,75,172,4,3,0,1
1,75,172,22,1,1,1
5,75,172,39,0,18,1
0,75,172,10,1,12,1
3,75,172,7,5,1,1
2,75,172,3,4,7,4
4,75,172,2,2,0,0
0,76,175,23,0,15,0
3,76,175,15,3,0,1
0,76,175,10,3,1,1
5,76,175,35,1,10,1
4,76,175,8,38,6,6
1,76,175,33,3,2,1
2,76,175,15,11,1,0
2,76,175,4,21,3,3
5,76,175,12,2,1,0
1,76,175,9,2,7,1
4,76,175,4,23,3,13
3,76,175,12,8,2,2
2,76,175,3,2,1,0
3,76,175,53,17,4,4
5,76,175,11,1,2,1
1,76,175,3,3,2,1
0,76,175,1,0,13,0
4,76,175,4,3,1,1
1,76,175,32,11,7,8
5,76,175,43,7,3,2
0,76,175,40,5,18,4
3,76,175,7,1,8,1
2,76,175,20,24,2,1
4,76,175,1,12,0,0
0,77,177,19,1,0,1
3,77,177,9,13,3,4
0,77,177,20,6,1,2
5,77,177,24,12,4,5
4,77,177,22,6,1,0
1,77,177,20,14,3,3
2,77,177,25,12,4,4
2,77,177,10,5,0,0
5,77,177,31,1,2,1
1,77,177,13,1,1,1
4,77,177,1,4,1,15
3,77,177,3,18,2,3
2,77,177,9,7,7,7
3,77,177,10,17,10,12
5,77,177,21,10,2,2
1,77,177,6,3,8,4
0,77,177,3,3,10,4
4,77,177,13,13,0,0
1,77,177,6,0,1,0
5,77,177,22,0,13,0
0,77,177,29,1,3,0
3,77,177,10,19,3,4
2,77,177,37,9,16,9
4,77,177,5,28,5,6
0,78,179,16,2,11,2
3,78,179,7,18,0,0
0,78,179,23,4,0,0
5,78,179,10,1,12,0
4,78,179,3,37,1,0
1,78,179,14,2,0,0
2,78,179,19,3,0,0
2,78,179,21,0,28,0
5,78,179,6,1,0,0
1,78,179,7,6,6,5
4,78,179,4,15,0,0
3,78,179,2,3,2,4
2,78,179,7,15,8,21
3,78,179,16,17,11,10
5,78,179,26,1,4,1
1,78,179,26,3,1,1
0,78,179,42,6,2,1
4,78,179,0,0,1,9
1,78,179,16,1,0,0
5,78,179,25,1,7,0
0,78,179,11,4,32,4
3,78,179,3,4,0,0
2,78,179,22,0,12,0
4,78,179,20,0,13,0
0,79,182,28,1,14,1
3,79,182,10,26,11,18
0,79,182,35,2,1,1
5,79,182,14,3,5,3
4,79,182,9,5,1,1
1,79,182,13,5,1,1
2,79,182,22,4,3,4
2,79,182,11,4,1,1
5,79,182,18,0,0,0
1,79,182,8,2,1,2
4,79,182,5,9,5,5
3,79,182,1,6,0,0
2,79,182,20,1,3,0
3,79,182,6,7,0,0
5,79,182,3,1,5,1
1,79,182,23,2,9,1
0,79,182,38,0,2,0
4,79,182,7,0,0,1
1,79,182,10,0,0,1
5,79,182,19,0,2,0
0,79,182,27,0,6,0
3,79,182,13,8,0,0
2,79,182,20,5,0,0
4,79,182,9,5,1,1
0,80,184,22,0,0,1
3,80,184,4,2,4,1
0,80,184,38,1,13,1
5,80,184,28,0,15,0
4,80,184,2,5,2,3
1,80,184,18,1,2,1
2,80,184,17,4,2,2
2,80,184,7,7,2,2
5,80,184,22,5,6,4
1,80,184,33,5,7,5
4,80,184,3,4,0,0
3,80,184,6,6,7,5
2,80,184,11,1,3,2
3,80,184,1,8,0,2
5,80,184,17,3,9,4
1,80,184,7,6,54,6
0,80,184,15,3,2,1
4,80,184,4,5,0,0
1,80,184,15,2,2,3
5,80,184,16,2,32,2
0,80,184,54,0,10,0
3,80,184,6,9,0,0
2,80,184,19,2,3,2
4,80,184,17,4,0,1
0,81,186,43,0,2,1
3,81,186,5,4,1,1
0,81,186,19,1,0,0
5,81,186,20,5,2,2
4,81,186,9,1,1,1
1,81,186,3,1,0,0
2,81,186,8,9,0,0
2,81,186,3,5,1,0
5,81,186,39,5,3,4
1,81,186,6,3,0,0
4,81,186,13,15,1,0
3,81,186,1,2,0,0
2,81,186,9,2,0,0
3,81,186,2,3,0,1
5,81,186,16,3,16,2
1,81,186,12,3,1,2
0,81,186,12,0,7,1
4,81,186,7,4,0,0
1,81,186,12,4,0,0
5,81,186,5,2,1,1
0,81,186,15,0,4,1
3,81,186,2,3,0,0
2,81,186,7,2,0,0
4,81,186,6,2,0,0
0,82,189,1,0,1,0
3,82,189,4,8,0,0
0,82,189,5,0,1,0
5,82,189,4,0,0,0
4,82,189,21,12,3,2
1,82,189,2,0,0,0
2,82,189,5,2,4,2
2,82,189,7,4,1,2
5,82,189,9,8,1,1
1,82,189,19,4,0,0
4,82,189,2,0,0,0
3,82,189,3,3,0,1
2,82,189,8,1,3,2
3,82,189,5,3,0,1
5,82,189,7,1,3,1
1,82,189,7,1,10,0
0,82,189,6,0,2,0
4,82,189,16,1,1,1
1,82,189,10,2,1,1
5,82,189,18,3,1,1
0,82,189,19,0,6,0
3,82,189,6,0,0,0
2,82,189,15,0,5,1
4,82,189,13,2,0,0
0,83,191,16,4,7,4
3,83,191,4,13,0,0
0,83,191,15,2,4,3
5,83,191,20,0,8,0
4,83,191,2,2,9,4
1,83,191,12,2,9,2
2,83,191,2,2,2,2
2,83,191,7,2,7,2
5,83,191,9,5,10,5
1,83,191,1,10,0,3
4,83,191,5,25,5,5
3,83,191,5,3,0,0
2,83,191,4,3,0,0
3,83,191,8,1,4,2
5,83,191,28,5,6,5
1,83,191,10,0,2,0
0,83,191,30,1,11,2
4,83,191,6,8,4,4
1,83,191,9,0,1,1
5,83,191,20,1,14,2
0,83,191,14,8,1,0
3,83,191,11,1,1,1
2,83,191,2,2,4,2
4,83,191,12,7,1,1
0,84,193,45,1,17,1
3,84,193,9,8,0,1
0,84,193,32,0,0,0
5,84,193,31,3,11,2
4,84,193,8,31,3,4
1,84,193,9,1,4,0
2,84,193,19,8,4,5
2,84,193,19,3,0,0
5,84,193,11,3,4,3
1,84,193,22,1,3,0
4,84,193,11,9,0,1
3,84,193,21,24,2,3
2,84,193,13,1,0,1
3,84,193,13,25,3,2
5,84,193,21,4,12,3
1,84,193,12,9,0,0
0,84,193,15,0,1,0
4,84,193,34,4,12,4
1,84,193,39,8,3,4
5,84,193,24,14,78,14
0,84,193,37,3,0,0
3,84,193,19,3,0,0
2,84,193,37,11,6,7
4,84,193,8,1,7,1
0,85,196,34,0,3,0
3,85,196,15,20,0,0
0,85,196,14,5,1,0
5,85,196,15,2,2,1
4,85,196,9,8,0,0
1,85,196,8,3,0,0
2,85,196,0,1,6,2
2,85,196,2,1,4,1
5,85,196,2,0,1,0
1,85,196,11,2,2,2
4,85,196,7,6,0,1
3,85,196,1,0,0,0
2,85,196,4,0,4,0
3,85,196,9,9,1,0
5,85,196,9,0,0,0
1,85,196,16,0,1,0
0,85,196,18,1,0,0
4,85,196,7,13,0,1
1,85,196,18,3,8,3
5,85,196,14,4,16,4
0,85,196,20,4,11,4
3,85,196,7,1,0,0
2,85,196,11,2,0,0
4,85,196,10,0,0,0
0,86,198,20,4,1,0
3,86,198,9,15,2,2
0,86,198,30,9,1,0
