"treatment","day","datej","FA","FD","UA","UD"
2,128,298,3,1,0,0
5,128,298,10,2,0,0
1,128,298,7,3,0,0
4,128,298,3,4,1,0
2,128,298,4,2,0,0
3,128,298,8,3,0,0
5,128,298,11,1,3,2
1,128,298,7,1,0,1
0,128,298,5,0,4,0
4,128,298,0,0,0,1
1,128,298,4,0,0,0
5,128,298,6,0,1,0
0,128,298,4,0,1,0
3,128,298,2,3,0,0
2,128,298,7,1,0,0
4,128,298,1,2,0,0
0,129,301,2,0,2,0
3,129,301,0,0,3,0
0,129,301,2,0,0,0
5,129,301,1,0,2,2
4,129,301,0,1,1,0
1,129,301,1,0,0,0
2,129,301,0,1,0,0
2,129,301,0,0,1,0
5,129,301,0,0,2,0
1,129,301,3,1,0,0
4,129,301,3,0,0,0
3,129,301,2,0,0,0
2,129,301,3,0,0,0
3,129,301,4,2,1,0
5,129,301,3,1,2,1
1,129,301,0,1,0,0
0,129,301,17,1,1,1
4,129,301,1,8,0,0
1,129,301,1,0,0,0
5,129,301,7,0,0,0
0,129,301,4,0,0,0
3,129,301,3,1,0,0
2,129,301,4,2,0,0
0,130,303,4,0,0,0
3,130,303,10,2,0,0
0,130,303,3,0,2,0
5,130,303,1,0,0,0
4,130,303,0,0,5,1
1,130,303,0,0,2,0
2,130,303,1,0,0,0
2,130,303,0,0,1,0
5,130,303,0,0,1,0
1,130,303,0,1,0,0
4,130,303,3,3,0,0
3,130,303,0,0,1,1
2,130,303,3,0,0,0
3,130,303,0,1,0,0
5,130,303,23,1,5,0
1,130,303,4,0,1,1
0,130,303,2,1,2,1
4,130,303,0,0,0,1
1,130,303,3,1,1,0
5,130,303,2,0,4,0
0,130,303,7,0,0,0
3,130,303,4,0,2,0
2,130,303,8,1,0,0
4,130,303,5,0,1,0
0,131,305,4,1,0,0
3,131,305,2,0,2,0
0,131,305,3,0,0,0
5,131,305,1,1,0,0
4,131,305,2,4,1,0
1,131,305,2,0,0,0
2,131,305,1,0,0,0
5,131,305,2,1,0,0
4,131,305,2,0,0,0
2,131,305,2,1,1,0
3,131,305,9,2,0,0
5,131,305,5,1,1,0
1,131,305,1,1,0,0
0,131,305,7,0,0,0
4,131,305,6,0,0,1
1,131,305,5,0,2,0
5,131,305,4,1,6,1
3,131,305,1,0,0,0
2,131,305,7,1,1,1
4,131,305,3,1,0,0
0,132,308,29,0,0,0
3,132,308,1,1,0,0
0,132,308,3,0,0,0
5,132,308,3,0,0,0
4,132,308,0,2,0,0
1,132,308,1,0,0,0
2,132,308,2,3,0,0
5,132,308,1,0,2,0
1,132,308,1,0,0,0
4,132,308,3,4,0,0
3,132,308,4,1,0,0
5,132,308,3,0,0,0
1,132,308,1,0,0,0
0,132,308,4,1,0,0
4,132,308,0,1,0,0
1,132,308,1,0,0,1
5,132,308,4,0,1,0
0,132,308,5,0,0,0
3,132,308,1,0,0,0
2,132,308,3,0,0,0
3,133,310,2,1,0,0
0,133,310,0,0,1,0
5,133,310,13,0,1,0
4,133,310,1,2,0,0
1,133,310,4,0,0,0
2,133,310,2,1,1,1
5,133,310,0,0,1,0
1,133,310,1,0,1,0
4,133,310,0,1,1,0
3,133,310,0,0,2,1
2,133,310,0,1,0,0
5,133,310,3,0,1,1
1,133,310,0,2,0,0
0,133,310,13,0,0,0
4,133,310,0,1,0,0
1,133,310,2,1,0,0
5,133,310,5,0,8,1
0,133,310,5,1,4,1
2,133,310,4,1,0,0
4,133,310,1,2,0,0
0,134,312,2,0,1,0
3,134,312,1,4,0,0
0,134,312,8,0,0,0
5,134,312,6,0,1,0
4,134,312,3,1,0,0
1,134,312,1,0,0,0
2,134,312,0,0,0,1
2,134,312,3,2,0,0
5,134,312,0,0,1,0
1,134,312,0,0,2,0
4,134,312,0,1,0,0
3,134,312,0,1,0,0
2,134,312,3,2,0,0
3,134,312,2,0,0,0
5,134,312,0,0,1,0
1,134,312,7,0,0,0
0,134,312,2,0,4,0
1,134,312,1,2,0,0
5,134,312,9,0,1,0
0,134,312,0,1,1,0
3,134,312,0,2,0,0
2,134,312,6,0,0,1
4,134,312,5,0,0,0
0,135,315,3,0,0,0
0,135,315,3,0,0,0
5,135,315,12,0,3,0
4,135,315,0,1,1,0
2,135,315,1,0,0,0
2,135,315,1,3,0,0
5,135,315,2,0,0,0
4,135,315,1,0,0,0
2,135,315,2,0,2,0
3,135,315,5,3,0,0
5,135,315,1,1,1,0
0,135,315,4,0,0,0
4,135,315,2,2,1,0
1,135,315,0,3,1,0
5,135,315,7,0,0,1
2,135,315,6,5,0,0
4,135,315,1,0,0,0
0,136,317,5,0,1,0
0,136,317,4,0,0,1
5,136,317,6,3,0,0
4,136,317,3,1,1,1
1,136,317,0,2,1,0
5,136,317,3,2,3,1
1,136,317,1,1,4,1
4,136,317,0,0,7,0
2,136,317,2,0,0,1
3,136,317,0,2,0,0
5,136,317,3,1,0,0
1,136,317,2,0,0,0
0,136,317,7,2,1,0
4,136,317,0,1,1,0
1,136,317,2,0,0,0
5,136,317,8,1,7,0
0,136,317,5,0,0,0
3,136,317,0,1,1,0
2,136,317,3,0,3,1
4,136,317,1,0,2,1
0,137,319,2,0,2,0
3,137,319,3,0,4,0
0,137,319,1,0,5,0
5,137,319,9,0,2,1
4,137,319,2,2,6,2
1,137,319,4,0,2,0
2,137,319,0,0,8,0
2,137,319,1,0,0,0
5,137,319,0,1,10,0
1,137,319,2,0,2,0
4,137,319,4,1,1,1
2,137,319,3,0,2,0
3,137,319,6,1,7,1
5,137,319,3,0,5,0
1,137,319,2,0,1,0
0,137,319,6,0,15,0
4,137,319,0,0,5,0
1,137,319,0,1,3,0
5,137,319,5,1,11,0
0,137,319,3,0,11,0
3,137,319,0,0,0,1
2,137,319,2,0,4,0
4,137,319,4,0,0,0
0,138,322,1,0,1,0
3,138,322,1,0,2,1
0,138,322,4,0,1,0
5,138,322,2,0,0,1
4,138,322,3,2,2,1
1,138,322,2,0,0,0
2,138,322,6,1,0,0
5,138,322,7,1,0,0
1,138,322,1,0,0,0
4,138,322,0,1,0,1
2,138,322,0,1,0,0
3,138,322,3,3,1,0
5,138,322,1,0,1,0
1,138,322,0,0,0,1
0,138,322,11,2,0,0
4,138,322,2,3,0,0
1,138,322,0,0,1,0
5,138,322,1,0,6,1
0,138,322,6,1,0,1
3,138,322,1,0,0,0
2,138,322,4,0,0,0
0,139,324,5,0,1,0
0,139,324,1,0,2,1
5,139,324,1,3,0,0
4,139,324,0,3,1,0
1,139,324,5,3,0,0
2,139,324,2,2,0,0
2,139,324,7,5,2,2
5,139,324,3,2,1,1
1,139,324,4,0,0,0
4,139,324,2,1,0,0
3,139,324,1,1,0,0
2,139,324,1,0,2,1
3,139,324,3,0,2,0
5,139,324,1,0,0,0
0,139,324,7,0,0,0
4,139,324,1,4,0,0
1,139,324,3,2,0,0
5,139,324,7,1,0,0
0,139,324,3,1,0,0
3,139,324,1,0,0,0
2,139,324,1,1,0,0
4,139,324,3,0,0,0
0,140,326,1,1,0,0
3,140,326,1,0,0,2
5,140,326,1,1,2,0
4,140,326,0,3,0,0
1,140,326,4,2,0,0
2,140,326,1,2,1,1
2,140,326,6,1,0,0
5,140,326,14,3,0,1
1,140,326,4,4,1,0
4,140,326,1,6,0,0
3,140,326,1,0,0,0
2,140,326,1,0,0,0
3,140,326,1,2,0,0
5,140,326,5,1,0,0
1,140,326,1,3,1,0
0,140,326,3,0,1,0
4,140,326,0,1,0,0
1,140,326,3,2,0,0
5,140,326,3,0,0,0
3,140,326,0,2,0,0
2,140,326,8,2,0,0
4,140,326,3,0,0,1
0,141,329,5,1,0,0
3,141,329,2,0,2,0
0,141,329,0,0,2,0
1,141,329,3,0,0,0
2,141,329,1,0,0,1
2,141,329,2,0,0,0
5,141,329,4,0,0,0
1,141,329,3,2,0,0
4,141,329,0,1,0,0
2,141,329,0,1,0,0
3,141,329,5,1,1,0
5,141,329,1,0,4,0
1,141,329,1,0,2,0
0,141,329,9,1,4,0
4,141,329,1,1,0,0
5,141,329,4,0,0,0
0,141,329,3,0,0,0
2,141,329,2,2,0,1
4,141,329,2,0,1,0
0,142,331,1,0,0,0
3,142,331,1,4,0,0
0,142,331,2,0,1,0
5,142,331,4,0,0,0
4,142,331,0,0,1,1
1,142,331,0,0,1,1
5,142,331,2,0,0,0
4,142,331,0,1,0,0
3,142,331,1,1,0,0
3,142,331,1,0,1,0
5,142,331,5,0,0,0
1,142,331,2,0,0,0
0,142,331,0,0,1,0
4,142,331,1,1,0,0
5,142,331,2,0,0,0
0,142,331,1,0,0,0
3,142,331,2,0,0,0
4,142,331,2,0,0,0
0,143,333,5,1,0,0
3,143,333,1,0,1,0
0,143,333,6,0,1,0
5,143,333,11,1,0,1
4,143,333,0,3,0,0
1,143,333,3,1,0,0
2,143,333,1,0,0,0
2,143,333,0,1,0,0
5,143,333,2,4,1,1
1,143,333,1,1,0,0
4,143,333,1,1,0,0
2,143,333,0,1,0,0
3,143,333,5,0,2,1
5,143,333,3,0,2,1
0,143,333,1,0,0,1
4,143,333,1,0,0,1
1,143,333,2,1,1,1
5,143,333,6,0,0,1
3,143,333,2,0,1,0
2,143,333,4,11,0,1
4,143,333,3,1,0,0
0,144,336,1,0,0,0
3,144,336,2,0,0,0
0,144,336,2,0,0,0
5,144,336,1,0,0,0
4,144,336,2,1,1,1
1,144,336,1,0,0,0
2,144,336,1,0,0,0
5,144,336,1,1,0,0
1,144,336,4,0,0,0
4,144,336,1,0,2,1
2,144,336,2,3,0,0
3,144,336,3,1,2,2
5,144,336,1,0,0,0
1,144,336,0,0,1,0
0,144,336,0,1,0,0
4,144,336,0,0,0,1
1,144,336,0,0,1,0
5,144,336,4,2,0,0
0,144,336,2,0,0,0
2,144,336,6,3,0,0
0,145,338,3,0,0,0
5,145,338,1,1,0,0
1,145,338,3,2,0,0
2,145,338,1,0,0,0
5,145,338,3,0,0,0
4,145,338,1,1,0,0
3,145,338,0,1,0,0
2,145,338,1,0,0,0
3,145,338,0,0,0,1
5,145,338,1,0,2,0
1,145,338,0,2,0,0
4,145,338,2,3,0,0
1,145,338,1,0,0,0
5,145,338,5,1,4,1
0,145,338,1,1,0,0
3,145,338,1,0,0,0
2,145,338,5,1,1,1
4,145,338,0,1,0,0
0,146,340,5,0,2,0
3,146,340,1,0,0,0
0,146,340,1,0,1,0
5,146,340,2,0,0,0
4,146,340,0,0,0,1
1,146,340,1,0,1,0
2,146,340,1,8,1,0
2,146,340,3,0,2,0
5,146,340,0,0,3,0
1,146,340,2,1,1,0
4,146,340,1,3,1,1
3,146,340,0,2,0,0
1,146,340,1,0,1,0
0,146,340,3,1,0,0
4,146,340,0,0,6,1
1,146,340,3,1,1,1
5,146,340,5,0,0,0
2,146,340,2,2,1,0
0,147,343,0,0,1,0
3,147,343,4,0,0,0
0,147,343,8,0,0,0
5,147,343,5,0,0,0
4,147,343,1,0,0,0
1,147,343,1,0,0,0
1,147,343,2,0,0,0
4,147,343,2,0,0,0
2,147,343,2,0,0,0
3,147,343,3,0,0,0
5,147,343,1,0,0,0
0,147,343,2,0,0,0
4,147,343,1,0,0,0
5,147,343,6,0,0,0
0,147,343,1,0,0,0
2,147,343,3,0,0,0
4,147,343,3,0,0,0
0,148,345,1,0,0,0
3,148,345,0,1,0,0
0,148,345,1,0,0,0
5,148,345,0,0,0,1
4,148,345,1,1,0,0
1,148,345,1,0,0,0
2,148,345,0,0,1,0
2,148,345,0,0,1,0
5,148,345,1,0,0,0
1,148,345,0,0,0,2
4,148,345,0,0,1,0
3,148,345,0,1,0,0
5,148,345,4,1,0,0
1,148,345,0,3,0,0
0,148,345,1,0,0,0
4,148,345,1,0,0,2
5,148,345,3,1,2,1
0,148,345,1,0,0,0
2,148,345,1,1,1,0
4,148,345,1,0,0,1
0,149,347,1,0,0,0
3,149,347,0,0,0,1
0,149,347,4,0,0,0
5,149,347,2,1,1,0
4,149,347,5,0,1,0
1,149,347,1,4,0,0
2,149,347,2,0,1,0
5,149,347,0,1,1,0
4,149,347,0,0,0,2
2,149,347,0,3,0,0
3,149,347,0,1,0,0
5,149,347,1,1,0,0
1,149,347,1,1,1,0
0,149,347,1,1,0,0
4,149,347,0,1,0,0
1,149,347,0,0,0,1
5,149,347,0,0,2,0
2,149,347,0,1,0,0
0,150,350,1,0,0,0
3,150,350,3,0,0,0
4,150,350,1,0,1,0
1,150,350,5,1,0,0
2,150,350,1,0,1,0
2,150,350,1,0,0,0
5,150,350,3,0,0,0
2,150,350,0,0,1,0
3,150,350,2,0,0,1
5,150,350,1,0,2,0
1,150,350,1,1,1,0
0,150,350,2,1,2,0
4,150,350,1,1,0,0
1,150,350,1,0,0,0
5,150,350,1,0,1,0
0,150,350,1,0,2,0
2,150,350,2,2,0,0
4,150,350,0,0,0,1
0,151,352,3,0,0,0
3,151,352,0,0,1,0
0,151,352,2,0,0,0
5,151,352,1,0,0,0
4,151,352,0,0,4,3
5,151,352,0,0,1,0
2,151,352,2,0,2,0
3,151,352,1,0,2,0
5,151,352,0,1,0,0
1,151,352,4,0,0,0
0,151,352,1,0,1,0
4,151,352,1,1,0,0
5,151,352,1,0,0,0
2,151,352,0,5,0,0
0,152,354,8,0,3,0
3,152,354,1,0,0,0
0,152,354,0,0,2,0
5,152,354,3,1,1,1
4,152,354,1,0,0,0
1,152,354,1,0,0,0
2,152,354,0,0,1,0
5,152,354,2,6,0,0
1,152,354,2,1,0,0
3,152,354,1,0,0,0
2,152,354,1,0,0,0
3,152,354,5,0,0,0
5,152,354,1,0,3,0
1,152,354,5,0,0,0
0,152,354,2,1,0,0
4,152,354,0,1,0,0
1,152,354,1,0,0,0
5,152,354,4,1,0,0
0,152,354,1,0,0,0
3,152,354,1,0,0,0
2,152,354,1,0,3,0
4,152,354,1,0,0,0
0,153,357,1,0,0,0
3,153,357,2,2,1,0
0,153,357,3,0,0,0
5,153,357,1,0,1,0
4,153,357,1,1,1,0
1,153,357,1,0,0,0
2,153,357,2,0,1,0
5,153,357,1,0,0,0
1,153,357,1,0,0,0
4,153,357,2,0,1,0
3,153,357,0,1,0,0
3,153,357,1,1,0,0
5,153,357,1,0,1,0
1,153,357,2,0,0,0
0,153,357,3,0,0,0
4,153,357,1,0,0,0
1,153,357,1,0,0,0
5,153,357,4,0,0,0
0,153,357,1,0,0,0
4,153,357,1,0,1,0
0,154,359,3,0,0,0
5,154,359,3,0,0,0
2,154,359,0,2,0,0
4,154,359,1,0,0,0
2,154,359,0,0,1,0
3,154,359,1,0,0,0
5,154,359,1,0,2,0
1,154,359,0,0,1,0
0,154,359,3,0,3,0
4,154,359,0,0,1,0
5,154,359,0,0,1,0
0,154,359,1,0,0,0
3,154,359,1,0,0,0
2,154,359,2,2,1,1
4,154,359,1,1,0,0
3,155,361,2,0,0,0
5,155,361,3,0,1,0
4,155,361,1,2,0,0
1,155,361,0,0,1,0
2,155,361,1,0,2,0
5,155,361,1,0,0,0
1,155,361,1,0,0,0
4,155,361,1,0,0,0
3,155,361,1,0,1,0
2,155,361,1,0,0,0
3,155,361,1,0,0,0
5,155,361,3,0,2,0
1,155,361,4,0,0,0
0,155,361,0,2,0,0
4,155,361,2,0,1,0
1,155,361,0,1,0,0
5,155,361,3,0,0,0
0,155,361,2,0,0,0
3,155,361,0,0,2,0
2,155,361,6,3,0,1
4,155,361,0,2,1,0
0,156,364,19,0,0,0
3,156,364,1,0,0,0
0,156,364,3,0,0,0
5,156,364,6,0,0,0
4,156,364,1,7,1,0
1,156,364,1,0,0,0
2,156,364,3,1,2,1
5,156,364,4,0,4,0
1,156,364,3,0,0,1
4,156,364,3,0,0,0
3,156,364,2,2,1,0
2,156,364,4,1,0,0
3,156,364,1,2,0,1
5,156,364,7,0,0,0
1,156,364,6,1,4,0
0,156,364,6,0,0,0
4,156,364,2,1,0,0
1,156,364,1,0,2,0
5,156,364,6,0,2,1
0,156,364,4,0,1,0
3,156,364,1,0,0,0
2,156,364,2,0,4,0
4,156,364,2,0,0,0
